ticker,eps,dividend,tcl,tse,stable,total_cash,total_current_asset
TRVN,0.913043478,,"
2021-12-31     9186000.0
2020-12-31    16564000.0
2019-12-31     9107000.0
2018-12-31    17490000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31     64629000.0
2020-12-31    104068000.0
2019-12-31     30078000.0
2018-12-31     41526000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.142134
2020-12-31    0.159165
2019-12-31    0.302779
2018-12-31    0.421182
dtype: float64","
2021-12-31     66923000.0
2020-12-31    109403000.0
2019-12-31     32305000.0
2018-12-31     32892000.0
Name: Cash, dtype: float64","
2021-12-31     70723000.0
2020-12-31    119044000.0
2019-12-31     37488000.0
2018-12-31     62089000.0
Name: Total Current Assets, dtype: float64"
HALMY,,0.0098,"
2022-03-31    363900000.0
2021-03-31    248000000.0
2020-03-31    313200000.0
2019-03-31    213100000.0
Name: Total Current Liabilities, dtype: float64","
2022-03-31    1.402700e+09
2021-03-31    1.167000e+09
2020-03-31    1.137600e+09
2019-03-31    9.814000e+08
Name: Total Stockholder Equity, dtype: float64","
2022-03-31    0.259428
2021-03-31    0.212511
2020-03-31    0.275316
2019-03-31    0.217139
dtype: float64","
2022-03-31    157400000.0
2021-03-31    134100000.0
2020-03-31    106300000.0
2019-03-31     81200000.0
Name: Cash, dtype: float64","
2022-03-31    712700000.0
2021-03-31    574100000.0
2020-03-31    575200000.0
2019-03-31    486200000.0
Name: Total Current Assets, dtype: float64"
1NC.F,-0.030613807,,"
2021-12-31    3.730432e+09
2020-12-31    1.913903e+09
2019-12-31    3.584390e+09
2018-12-31    3.150500e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.432650e+09
2020-12-31    4.354105e+09
2019-12-31    6.515579e+09
2018-12-31    5.963001e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.533485
2020-12-31    0.439563
2019-12-31    0.550126
2018-12-31    0.528341
dtype: float64","
2021-12-31    1.506647e+09
2020-12-31    3.300482e+09
2019-12-31    2.528760e+08
2018-12-31    1.638510e+08
Name: Cash, dtype: float64","
2021-12-31    3.301568e+09
2020-12-31    3.557544e+09
2019-12-31    7.301450e+08
2018-12-31    5.503130e+08
Name: Total Current Assets, dtype: float64"
IS,2.173913043,,"
2021-12-31    308836000.0
2020-12-31    206664000.0
2019-12-31    153783000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.102568e+09
2020-12-31    2.194460e+08
2019-12-31    1.632660e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.280106
2020-12-31    0.941753
2019-12-31    0.941917
dtype: float64","
2021-12-31    778261000.0
2020-12-31    200672000.0
2019-12-31     86083000.0
Name: Cash, dtype: float64","
2021-12-31    1.052692e+09
2020-12-31    3.855130e+08
2019-12-31    2.470650e+08
Name: Total Current Assets, dtype: float64"
ISMAF,,0.0159,"
2021-12-31    1.773636e+09
2020-12-31    2.085240e+09
2019-12-31    1.863004e+09
2018-12-31    1.800848e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    820169000.0
2020-12-31    664782000.0
2019-12-31    777285000.0
2018-12-31    656826000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    2.162525
2020-12-31    3.136728
2019-12-31    2.396809
2018-12-31    2.741743
dtype: float64","
2021-12-31    1.235025e+09
2020-12-31    1.184853e+09
2019-12-31    8.545090e+08
2018-12-31    9.178250e+08
Name: Cash, dtype: float64","
2021-12-31    2.756505e+09
2020-12-31    2.618550e+09
2019-12-31    2.441598e+09
2018-12-31    2.336396e+09
Name: Total Current Assets, dtype: float64"
ALVE.F,,0.060399998,"
2021-12-31    1.078840e+11
2020-12-31    7.716200e+10
2019-12-31    7.069800e+10
2018-12-31    5.763000e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    7.995200e+10
2020-12-31    8.082100e+10
2019-12-31    7.400200e+10
2018-12-31    6.123200e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.349360
2020-12-31    0.954727
2019-12-31    0.955353
2018-12-31    0.941175
dtype: float64","
2021-12-31    1.703700e+10
2020-12-31    1.610000e+10
2019-12-31    1.526200e+10
2018-12-31    1.424400e+10
Name: Cash, dtype: float64","
2021-12-31    1.359870e+11
2020-12-31    9.894800e+10
2019-12-31    8.765900e+10
2018-12-31    7.261200e+10
Name: Total Current Assets, dtype: float64"
IVT,,0.0344,"
2021-12-31    55291000.0
2020-12-31    41926000.0
2019-12-31    43056000.0
2018-12-31    46345000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.571552e+09
2020-12-31    1.738863e+09
2019-12-31    1.819601e+09
2018-12-31    1.852314e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.035182
2020-12-31    0.024111
2019-12-31    0.023662
2018-12-31    0.025020
dtype: float64","
2021-12-31     36989000.0
2020-12-31    222610000.0
2019-12-31    255069000.0
2018-12-31    260131000.0
Name: Cash, dtype: float64","
2021-12-31     75128000.0
2020-12-31    253080000.0
2019-12-31    292459000.0
2018-12-31    294355000.0
Name: Total Current Assets, dtype: float64"
WSR,1.714285714,0.052699998,"
2021-12-31    45159000.0
2020-12-31    40309000.0
2019-12-31    44855000.0
2018-12-31    45328000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    392783000.0
2020-12-31    332083000.0
2019-12-31    345317000.0
2018-12-31    350456000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.114972
2020-12-31    0.121382
2019-12-31    0.129895
2018-12-31    0.129340
dtype: float64","
2021-12-31    15721000.0
2020-12-31    25777000.0
2019-12-31    15530000.0
2018-12-31    13658000.0
Name: Cash, dtype: float64","
2021-12-31    50479000.0
2020-12-31    58574000.0
2019-12-31    49853000.0
2018-12-31    53980000.0
Name: Total Current Assets, dtype: float64"
KBR,4.376130199,0.010299999,"
2021-12-31    1.875000e+09
2020-12-31    1.455000e+09
2019-12-31    1.501000e+09
2018-12-31    1.419000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.687000e+09
2020-12-31    1.580000e+09
2019-12-31    1.839000e+09
2018-12-31    1.698000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.111440
2020-12-31    0.920886
2019-12-31    0.816204
2018-12-31    0.835689
dtype: float64","
2021-12-31    370000000.0
2020-12-31    436000000.0
2019-12-31    712000000.0
2018-12-31    739000000.0
Name: Cash, dtype: float64","
2021-12-31    2.152000e+09
2020-12-31    1.634000e+09
2019-12-31    2.011000e+09
2018-12-31    1.959000e+09
Name: Total Current Assets, dtype: float64"
MTACW,,,,,,,
REKR,-0.171606864,,"
2021-12-31    13821000.0
2020-12-31     5918000.0
2019-12-31    10332000.0
2018-12-31     8574000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    101087000.0
2020-12-31     25191000.0
2019-12-31     -9035000.0
2018-12-31      3456000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.136724
2020-12-31    0.234925
2019-12-31   -1.143553
2018-12-31    2.480903
dtype: float64","
2021-12-31    25796000.0
2020-12-31    20595000.0
2019-12-31     1075000.0
2018-12-31     2069000.0
Name: Cash, dtype: float64","
2021-12-31    30682000.0
2020-12-31    24120000.0
2019-12-31    10230000.0
2018-12-31     8530000.0
Name: Total Current Assets, dtype: float64"
EXEL,2.828571429,,"
2021-12-31    337590000.0
2020-12-31    204658000.0
2019-12-31    142746000.0
2018-12-31    105472000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.210615e+09
2020-12-31    1.879113e+09
2019-12-31    1.685970e+09
2018-12-31    1.287453e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.152713
2020-12-31    0.108912
2019-12-31    0.084667
2018-12-31    0.081923
dtype: float64","
2021-12-31    647169000.0
2020-12-31    319217000.0
2019-12-31    266501000.0
2018-12-31    314775000.0
Name: Cash, dtype: float64","
2021-12-31    1.834747e+09
2020-12-31    1.445395e+09
2019-12-31    1.011190e+09
2018-12-31    8.970160e+08
Name: Total Current Assets, dtype: float64"
HBANP,,0.0648,"
2021-12-31    1.450960e+11
2020-12-31    1.010990e+11
2019-12-31    8.736000e+10
2018-12-31    8.755200e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.713000e+10
2020-12-31    1.080200e+10
2019-12-31    1.059200e+10
2018-12-31    9.899000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    8.470286
2020-12-31    9.359285
2019-12-31    8.247734
2018-12-31    8.844530
dtype: float64","
2021-12-31    5.522000e+09
2020-12-31    6.595000e+09
2019-12-31    1.170000e+09
2018-12-31    2.672000e+09
Name: Cash, dtype: float64","
2021-12-31    8.675000e+09
2020-12-31    9.501000e+09
2019-12-31    2.749000e+09
2018-12-31    3.866000e+09
Name: Total Current Assets, dtype: float64"
0J8Z.L,,,"
2022-01-02    1.093000e+09
2021-01-03    1.244000e+09
2019-12-29    6.650000e+08
2018-12-30    1.804000e+09
Name: Total Current Liabilities, dtype: float64","
2022-01-02    1.074000e+10
2021-01-03    4.694000e+09
2019-12-29    4.613000e+09
2018-12-30    3.758000e+09
Name: Total Stockholder Equity, dtype: float64","
2022-01-02    0.101769
2021-01-03    0.265019
2019-12-29    0.144158
2018-12-30    0.480043
dtype: float64","
2022-01-02    1.232000e+09
2021-01-03    1.810000e+09
2019-12-29    2.042000e+09
2018-12-30    1.144000e+09
Name: Cash, dtype: float64","
2022-01-02    2.713000e+09
2021-01-03    4.483000e+09
2019-12-29    4.451000e+09
2018-12-30    4.490000e+09
Name: Total Current Assets, dtype: float64"
PBLA,1.079136691,,"
2021-12-31    2660000.0
2020-12-31    1365000.0
2019-12-31    1759000.0
2018-12-31    1630000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    10212000.0
2020-12-31     8448000.0
2019-12-31     1385000.0
2018-12-31      268000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.260478
2020-12-31    0.161577
2019-12-31    1.270036
2018-12-31    6.082090
dtype: float64","
2021-12-31    11867000.0
2020-12-31     9022000.0
2019-12-31     2449000.0
2018-12-31     1405000.0
Name: Cash, dtype: float64","
2021-12-31    12279000.0
2020-12-31     9757000.0
2019-12-31     3093000.0
2018-12-31     1847000.0
Name: Total Current Assets, dtype: float64"
EA,1.517923362,0.006,"
2022-03-31    3.513000e+09
2021-03-31    2.964000e+09
2020-03-31    2.664000e+09
2019-03-31    2.265000e+09
Name: Total Current Liabilities, dtype: float64","
2022-03-31    7.625000e+09
2021-03-31    7.840000e+09
2020-03-31    7.461000e+09
2019-03-31    5.331000e+09
Name: Total Stockholder Equity, dtype: float64","
2022-03-31    0.460721
2021-03-31    0.378061
2020-03-31    0.357057
2019-03-31    0.424873
dtype: float64","
2022-03-31    2.732000e+09
2021-03-31    5.260000e+09
2020-03-31    3.768000e+09
2019-03-31    4.708000e+09
Name: Cash, dtype: float64","
2022-03-31    4.151000e+09
2021-03-31    7.213000e+09
2020-03-31    6.517000e+09
2019-03-31    6.381000e+09
Name: Total Current Assets, dtype: float64"
BHACU,,,,,,,
0K9L.L,,,"
2021-12-31    5.157413e+09
2020-12-31    2.627860e+09
2019-12-31    2.463774e+09
2018-12-31    2.806300e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.401639e+10
2020-12-31    1.078866e+10
2019-12-31    1.035787e+10
2018-12-31    9.792078e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.367956
2020-12-31    0.243576
2019-12-31    0.237865
2018-12-31    0.286589
dtype: float64","
2021-12-31    2.364858e+09
2020-12-31    2.639671e+09
2019-12-31    1.534605e+09
2018-12-31    1.398886e+09
Name: Cash, dtype: float64","
2021-12-31    1.279956e+10
2020-12-31    9.488662e+09
2019-12-31    8.226370e+09
2018-12-31    8.636265e+09
Name: Total Current Assets, dtype: float64"
0JVQ.L,,,"
2022-01-28    1.966800e+10
2021-01-29    1.873000e+10
2020-01-31    1.518200e+10
2019-02-01    1.449700e+10
Name: Total Current Liabilities, dtype: float64","
2022-01-28   -4.816000e+09
2021-01-29    1.437000e+09
2020-01-31    1.972000e+09
2019-02-01    3.644000e+09
Name: Total Stockholder Equity, dtype: float64","
2022-01-28    -4.083887
2021-01-29    13.034099
2020-01-31     7.698783
2019-02-01     3.978321
dtype: float64","
2022-01-28    1.133000e+09
2021-01-29    4.690000e+09
2020-01-31    7.160000e+08
2019-02-01    5.110000e+08
Name: Cash, dtype: float64","
2022-01-28    2.006000e+10
2021-01-29    2.232600e+10
2020-01-31    1.531800e+10
2019-02-01    1.422800e+10
Name: Total Current Assets, dtype: float64"
DASH,0.362416107,,"
2021-12-31    1.760000e+09
2020-12-31    1.402000e+09
2019-12-31    3.820000e+08
2018-12-31    1.100000e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.667000e+09
2020-12-31    4.700000e+09
2019-12-31   -1.082000e+09
2018-12-31   -4.360000e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.377116
2020-12-31    0.298298
2019-12-31   -0.353050
2018-12-31   -0.252294
dtype: float64","
2021-12-31    2.504000e+09
2020-12-31    4.345000e+09
2019-12-31    2.570000e+08
2018-12-31    2.150000e+08
Name: Cash, dtype: float64","
2021-12-31    4.565000e+09
2020-12-31    5.517000e+09
2019-12-31    9.980000e+08
2018-12-31    5.690000e+08
Name: Total Current Assets, dtype: float64"
SGH,7.782874618,,"
2022-08-26    515540000.0
2021-08-27    583798000.0
2020-08-28    282489000.0
2019-08-30    237900000.0
Name: Total Current Liabilities, dtype: float64","
2022-08-26    371611000.0
2021-08-27    310251000.0
2020-08-28    282104000.0
2019-08-30    273460000.0
Name: Total Stockholder Equity, dtype: float64","
2022-08-26    1.387311
2021-08-27    1.881696
2020-08-28    1.001365
2019-08-30    0.869963
dtype: float64","
2022-08-26    363065000.0
2021-08-27    222986000.0
2020-08-28    150811000.0
2019-08-30     98139000.0
Name: Cash, dtype: float64","
2022-08-26    1.151865e+09
2021-08-27    9.508180e+08
2020-08-28    5.567100e+08
2019-08-30    4.722600e+08
Name: Total Current Assets, dtype: float64"
CNVY,-9.428571429,,"
2021-12-31    70396000.0
2020-12-31    97794000.0
2019-12-31    58794000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    537749000.0
2020-12-31    470150000.0
2019-12-31    469873000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.130909
2020-12-31    0.208006
2019-12-31    0.125127
dtype: float64","
2021-12-31    38811000.0
2020-12-31    45366000.0
2019-12-31    15971000.0
Name: Cash, dtype: float64","
2021-12-31    132253000.0
2020-12-31    125829000.0
2019-12-31     80195000.0
Name: Total Current Assets, dtype: float64"
AES,26.25,0.0248,"
2021-12-31    4.732000e+09
2020-12-31    5.362000e+09
2019-12-31    5.096000e+09
2018-12-31    4.399000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.973000e+09
2020-12-31    2.634000e+09
2019-12-31    2.996000e+09
2018-12-31    3.208000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    2.398378
2020-12-31    2.035687
2019-12-31    1.700935
2018-12-31    1.371259
dtype: float64","
2021-12-31    9.430000e+08
2020-12-31    1.089000e+09
2019-12-31    1.029000e+09
2018-12-31    1.166000e+09
Name: Cash, dtype: float64","
2021-12-31    5.356000e+09
2020-12-31    5.414000e+09
2019-12-31    5.231000e+09
2018-12-31    5.015000e+09
Name: Total Current Assets, dtype: float64"
0NWW.L,,,"
2021-12-31    2.452500e+10
2020-12-31    2.164400e+10
2019-12-31    2.314000e+10
2018-12-31    2.088700e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.364500e+10
2020-12-31    3.430900e+10
2019-12-31    3.551200e+10
2018-12-31    3.353600e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.561920
2020-12-31    0.630855
2019-12-31    0.651611
2018-12-31    0.622823
dtype: float64","
2021-12-31    1.321900e+10
2020-12-31    1.405000e+10
2019-12-31    6.430000e+09
2018-12-31    1.039000e+10
Name: Cash, dtype: float64","
2021-12-31    5.378900e+10
2020-12-31    4.689800e+10
2019-12-31    4.784400e+10
2018-12-31    4.723600e+10
Name: Total Current Assets, dtype: float64"
RHHVF,1.186403267,0.0304,"
2021-12-31    3.841600e+10
2020-12-31    2.540100e+10
2019-12-31    2.411900e+10
2018-12-31    2.303300e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.448900e+10
2020-12-31    3.634100e+10
2019-12-31    3.274700e+10
2018-12-31    2.762200e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.568704
2020-12-31    0.698963
2019-12-31    0.736525
2018-12-31    0.833864
dtype: float64","
2021-12-31    6.850000e+09
2020-12-31    5.727000e+09
2019-12-31    6.075000e+09
2018-12-31    6.681000e+09
Name: Cash, dtype: float64","
2021-12-31    3.562700e+10
2020-12-31    3.294200e+10
2019-12-31    3.125400e+10
2018-12-31    3.224400e+10
Name: Total Current Assets, dtype: float64"
ASA,,0.0016,"
2021-11-30    462254.0
2020-11-30    433566.0
2019-11-30    321913.0
2018-11-30    808050.0
Name: Total Current Liabilities, dtype: float64","
2021-11-30    481898455.0
2020-11-30    463936323.0
2019-11-30    285879220.0
2018-11-30    194833999.0
Name: Total Stockholder Equity, dtype: float64","
2021-11-30    0.000959
2020-11-30    0.000935
2019-11-30    0.001126
2018-11-30    0.004147
dtype: float64","
2021-11-30      80344.0
2020-11-30    1315049.0
2019-11-30    6038848.0
2018-11-30    3449518.0
Name: Cash, dtype: float64","
2021-11-30     421313.0
2020-11-30    1623184.0
2019-11-30    6155159.0
2018-11-30    3552176.0
Name: Total Current Assets, dtype: float64"
FMC,1.903859815,0.0179,"
2021-12-31    3.520300e+09
2020-12-31    2.829000e+09
2019-12-31    2.723900e+09
2018-12-31    2.993400e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.032500e+09
2020-12-31    2.961800e+09
2019-12-31    2.532300e+09
2018-12-31    3.121100e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.160857
2020-12-31    0.955162
2019-12-31    1.075662
2018-12-31    0.959085
dtype: float64","
2021-12-31    516800000.0
2020-12-31    568900000.0
2019-12-31    339100000.0
2018-12-31    134400000.0
Name: Cash, dtype: float64","
2021-12-31    4.937600e+09
2020-12-31    4.375600e+09
2019-12-31    4.074800e+09
2018-12-31    4.030200e+09
Name: Total Current Assets, dtype: float64"
BRLAF,,0.0675,"
2022-03-31    434000000.0
2021-03-31    387000000.0
2020-03-31    907000000.0
2019-03-31    413000000.0
Name: Total Current Liabilities, dtype: float64","
2022-03-31    6.718000e+09
2021-03-31    5.924000e+09
2020-03-31    7.035000e+09
2019-03-31    8.478000e+09
Name: Total Stockholder Equity, dtype: float64","
2022-03-31    0.064603
2021-03-31    0.065327
2020-03-31    0.128927
2019-03-31    0.048714
dtype: float64","
2022-03-31     74000000.0
2021-03-31    154000000.0
2020-03-31    193000000.0
2019-03-31    242000000.0
Name: Cash, dtype: float64","
2022-03-31    134000000.0
2021-03-31    236000000.0
2020-03-31    269000000.0
2019-03-31    386000000.0
Name: Total Current Assets, dtype: float64"
